,Age,WorkClass,Fnlwgt,Education,Education_num,Marital_staus,Occupation,Relationship,Race,Capital_gain,Capital_loss,Hours_per_week,Native_country,Income_ >50K,Sex_ Male
12035,48,5,68,5,3,2,4,0,4,0,0,39,38,0,1
12036,25,3,112,15,9,2,7,5,2,0,0,29,38,0,0
12037,6,0,1135,9,12,4,9,1,4,0,0,14,38,0,0
12038,22,3,15366,15,9,0,0,1,4,0,0,39,38,0,0
12039,22,3,19516,11,8,2,2,0,4,0,0,29,38,0,1
12040,20,3,19044,11,8,2,13,0,4,0,0,39,38,0,1
12041,8,3,16098,8,10,4,0,1,4,0,0,39,38,0,0
12042,14,5,415,11,8,4,7,4,4,0,0,39,38,0,0
12043,22,3,11472,11,8,0,3,1,4,0,0,44,38,0,1
12044,22,3,15536,9,12,2,11,0,4,0,0,29,38,1,1
12045,8,3,12610,9,12,4,0,3,2,0,0,34,38,0,1
12046,13,3,15289,1,6,2,13,0,4,0,0,39,38,0,1
12047,20,3,9536,6,4,2,6,5,2,0,0,47,38,0,0
12048,5,3,19780,11,8,4,2,4,4,0,0,35,25,0,0
12049,29,0,13900,12,13,2,3,0,4,0,50,39,38,1,1
12050,37,3,11421,9,12,0,11,1,4,0,15,37,38,0,0
12051,16,3,6342,7,11,4,2,1,4,0,0,44,38,0,1
12052,53,6,19575,9,12,4,3,1,4,0,0,39,38,0,1
12053,19,3,10715,15,9,0,0,1,4,0,0,44,38,0,1
12054,36,1,10135,12,13,0,9,4,4,0,0,49,38,0,0
12055,38,6,2424,11,8,0,0,1,4,0,26,39,38,0,0
12056,0,3,8499,1,6,4,10,3,4,0,0,29,38,0,0
12057,19,3,10886,15,9,0,5,1,4,0,0,39,38,0,1
12058,19,5,6038,14,14,4,9,1,4,0,0,54,38,1,1
12059,23,1,10514,11,8,3,4,3,2,0,0,39,38,0,1
12060,19,3,21509,11,8,2,13,0,2,0,0,49,38,1,1
12061,11,3,10932,11,8,2,13,0,4,0,0,54,38,0,1
12062,22,3,2647,12,13,2,9,0,4,118,0,39,38,1,1
12063,32,3,2809,4,2,4,6,1,4,0,0,44,38,0,1
12064,46,4,9010,11,8,2,3,0,4,0,0,39,38,0,1
12065,44,3,5900,15,9,2,5,0,4,0,0,19,38,0,1
12066,31,4,10635,11,8,2,2,0,4,0,0,59,38,1,1
12067,38,3,5910,11,8,3,6,1,4,0,0,39,30,0,1
12068,1,3,6802,15,9,4,7,3,4,0,0,3,38,0,0
12069,3,3,17967,11,8,2,11,2,4,0,0,19,38,0,1
12070,32,3,3317,11,8,2,7,0,1,0,0,39,2,0,1
12071,10,0,7605,11,8,2,5,0,1,0,0,39,38,0,1
12072,20,3,6430,0,5,0,7,4,4,0,0,32,38,0,0
12073,15,6,6162,11,8,2,10,0,4,0,0,39,38,0,1
12074,16,4,15602,10,15,2,9,0,4,0,0,59,38,0,1
12075,30,3,17343,8,10,2,7,0,4,0,0,25,38,0,1
12076,17,3,20415,11,8,2,6,0,2,0,0,39,38,0,1
12077,44,3,13677,11,8,0,0,2,2,0,0,34,38,0,0
12078,8,3,21545,11,8,4,2,3,2,0,0,39,38,0,1
12079,9,3,15961,7,11,4,11,3,4,0,0,29,38,0,1
12080,1,3,12518,11,8,4,11,3,4,0,0,29,38,0,0
12081,18,3,234,11,8,2,11,0,4,0,0,49,38,0,1
12082,19,3,15811,11,8,0,0,4,2,0,0,39,38,0,0
12083,39,3,18689,11,8,2,2,0,4,0,0,34,38,1,1
12084,23,6,17087,8,10,4,2,1,4,0,0,39,38,0,1
12085,7,3,10228,2,7,4,7,3,4,0,0,37,38,0,0
12086,49,3,9192,11,8,6,11,1,4,0,0,39,38,1,0
12087,25,3,4880,11,8,2,6,5,4,0,0,39,38,0,0
12088,11,3,19363,11,8,4,13,3,4,0,0,19,38,0,1
12089,22,6,123,15,9,0,0,4,4,0,0,34,38,0,0
12090,48,5,913,8,10,2,4,0,4,0,0,24,38,0,1
12091,3,3,14152,15,9,4,7,3,4,0,0,19,38,0,0
12092,35,3,13160,11,8,2,6,0,4,68,0,39,38,1,1
12093,7,3,7833,15,9,4,7,1,1,118,0,49,34,1,1
12094,22,3,11289,15,9,0,11,1,4,0,0,39,38,0,0
12095,1,3,20882,11,8,4,6,1,4,0,0,29,38,0,0
12096,32,3,9350,5,3,2,6,5,4,0,0,39,16,0,0
12097,4,3,4276,15,9,4,9,3,4,0,0,47,38,0,1
12098,18,3,5598,11,8,2,7,0,4,0,0,29,38,0,1
12099,21,3,17067,11,8,2,0,0,4,0,0,39,38,1,1
12100,38,3,7098,11,8,2,2,0,4,0,0,39,38,0,1
12101,10,3,14027,0,5,2,2,2,4,0,0,54,38,0,1
12102,17,3,9763,11,8,5,0,4,4,0,0,39,38,0,0
12103,37,1,20026,15,9,4,9,1,4,0,0,39,25,0,0
12104,21,3,1998,11,8,4,0,4,4,0,0,39,38,0,0
12105,15,3,3105,11,8,0,0,2,4,0,0,39,38,0,0
12106,16,6,9837,15,9,5,12,1,4,0,0,11,38,0,1
12107,15,0,21334,7,11,2,10,0,4,0,0,49,38,0,1
12108,17,3,18047,12,13,2,3,0,4,0,0,49,9,0,1
12109,29,3,5602,9,12,2,7,0,4,0,0,29,38,1,1
12110,31,3,12628,12,13,2,3,0,4,0,0,39,38,1,1
12111,6,3,7920,15,9,4,3,3,4,0,0,39,38,0,1
12112,31,0,3179,5,3,3,5,4,4,0,0,39,38,0,1
12113,50,3,3509,11,8,2,3,0,4,0,0,36,38,1,1
12114,19,3,16057,14,14,2,9,0,4,79,0,59,38,1,1
12115,8,3,10355,9,12,4,7,1,4,0,0,19,38,0,0
12116,26,3,21265,15,9,2,2,0,4,66,0,37,38,0,1
12117,10,1,14735,7,11,4,9,1,4,0,0,39,38,0,0
12118,39,3,13288,3,1,5,6,4,4,0,0,39,38,0,1
12119,37,5,1946,15,9,2,2,0,4,0,22,47,38,0,1
12120,22,3,19830,11,8,2,11,0,4,0,46,45,38,1,1
12121,43,5,10995,11,8,2,11,5,4,0,0,24,38,0,0
12122,10,3,19636,15,9,4,0,1,4,0,0,39,38,0,0
12123,4,3,6910,15,9,4,11,3,4,0,0,39,38,0,1
12124,7,3,373,15,9,4,9,3,4,0,0,39,38,0,0
12125,14,3,6082,15,9,2,2,0,4,0,0,39,38,0,1
12126,5,3,2020,0,5,4,2,3,4,0,0,14,38,0,1
12127,9,3,10487,9,12,4,3,1,4,0,0,44,38,0,0
12128,28,4,17582,11,8,2,2,0,4,0,0,47,38,0,1
12129,16,3,2373,11,8,4,13,2,1,0,0,39,38,0,1
12130,38,3,21092,4,2,2,7,0,4,0,0,47,25,0,1
12131,12,3,19072,6,4,0,6,4,2,0,0,39,38,0,0
12132,55,3,21300,11,8,6,0,1,4,84,0,39,38,0,0
12133,18,5,7984,11,8,2,2,0,4,0,0,59,38,1,1
12134,36,6,2675,11,8,2,2,0,4,0,0,39,38,0,1
12135,23,3,5549,15,9,4,3,3,4,0,0,39,38,0,0
12136,3,3,16473,11,8,4,7,3,4,0,0,29,38,0,1
12137,52,3,10237,11,8,6,0,4,4,19,0,11,38,0,0
12138,24,1,957,11,8,4,7,4,4,0,0,24,38,0,0
12139,28,3,6284,12,13,2,0,0,4,0,0,44,38,1,1
12140,10,3,10891,11,8,2,5,0,4,0,0,39,38,0,1
12141,29,4,5602,14,14,2,9,0,4,118,0,59,38,1,1
12142,38,3,11695,15,9,2,13,0,2,0,0,34,38,0,1
12143,14,3,19997,15,9,2,3,0,2,0,0,39,38,1,1
12144,28,3,15680,15,9,0,11,1,4,0,0,54,38,0,0
12145,47,3,6539,11,8,2,3,0,4,0,0,4,38,0,1
12146,21,3,598,15,9,2,3,0,4,0,0,44,38,0,1
12147,0,3,5349,0,5,4,7,3,4,0,0,39,38,0,1
12148,16,3,762,11,8,2,0,5,4,0,46,19,38,1,0
12149,5,3,21146,2,7,3,7,4,2,0,0,49,38,0,0
12150,6,3,3572,15,9,4,7,3,4,0,0,29,38,0,0
12151,8,3,5419,11,8,4,2,4,4,0,0,39,38,0,1
12152,16,3,7799,9,12,2,9,0,4,50,0,42,38,1,1
12153,14,3,21336,11,8,2,7,0,4,0,0,29,25,0,1
12154,20,3,10481,11,8,4,7,4,4,0,0,34,38,0,0
12155,36,3,5756,11,8,5,0,4,4,0,45,37,38,0,0
12156,11,1,8859,15,9,4,10,3,4,0,0,39,38,0,1
12157,16,3,4407,9,12,2,9,5,4,0,0,39,38,1,0
12158,24,3,5854,11,8,2,0,0,4,0,0,39,38,0,1
12159,44,4,5587,9,12,2,11,0,4,0,0,49,38,0,1
12160,8,3,2224,15,9,4,7,3,4,0,0,24,38,0,0
12161,3,3,1086,15,9,4,7,3,4,0,0,55,38,0,1
12162,18,3,16675,11,8,0,3,4,4,0,0,39,38,1,0
12163,47,1,3579,8,10,2,3,0,4,0,0,39,38,1,1
12164,11,3,2378,11,8,2,5,0,4,0,0,37,38,0,1
12165,22,5,15063,15,9,4,9,1,4,0,20,11,38,1,1
12166,36,3,1502,11,8,0,13,4,4,0,0,39,38,0,1
12167,11,3,5257,11,8,4,0,1,4,0,0,39,38,0,0
12168,21,0,14004,15,9,0,5,4,2,0,0,39,38,0,0
12169,8,1,19249,9,12,4,9,1,4,0,0,34,21,0,1
12170,2,3,16598,15,9,4,7,1,4,0,0,29,38,0,0
12171,3,3,13052,7,11,4,0,1,4,0,0,29,38,0,0
12172,10,3,4235,9,12,4,6,1,1,0,0,39,38,0,1
12173,38,1,3791,11,8,2,9,2,4,0,68,39,38,1,0
12174,35,6,6027,12,13,2,9,5,2,0,44,39,38,1,0
12175,4,3,21241,15,9,4,7,3,4,0,0,39,38,0,0
12176,13,3,9205,11,8,4,0,3,4,0,0,39,38,0,0
12177,30,3,6583,11,8,0,3,1,4,0,49,39,38,0,0
12178,5,3,4430,0,5,4,2,2,4,0,0,29,38,0,1
12179,7,3,5410,11,8,2,5,0,4,68,0,39,38,1,1
12180,9,3,9932,9,12,4,11,1,4,0,0,39,38,0,0
12181,10,3,6613,11,8,2,6,0,4,0,0,44,38,0,1
12182,40,3,3822,6,4,2,6,0,4,0,0,39,32,0,1
12183,1,1,8189,12,13,4,9,3,4,0,0,59,38,0,0
12184,13,3,21183,9,12,4,9,1,4,0,0,44,38,0,1
12185,17,5,18385,9,12,0,9,4,4,0,0,49,38,0,0
12186,23,3,12588,15,9,2,0,0,4,79,0,59,38,1,1
12187,43,3,10317,11,8,0,7,4,2,0,0,37,38,0,0
12188,8,3,8745,2,7,2,2,0,4,0,0,39,38,1,1
12189,22,3,4964,9,12,2,11,0,4,0,0,54,38,0,1
12190,31,3,8424,11,8,2,0,5,4,0,0,39,38,1,0
12191,10,5,7119,15,9,2,3,0,4,0,0,29,38,0,1
12192,16,5,645,11,8,0,2,1,4,0,0,64,38,1,1
12193,48,4,10390,11,8,2,3,0,4,0,0,39,38,0,1
12194,35,3,9288,11,8,2,2,0,4,0,50,39,38,1,1
12195,10,3,4755,9,12,4,12,3,4,0,0,39,38,0,1
12196,15,3,7825,15,9,4,2,4,4,0,0,39,38,0,1
12197,28,5,7204,15,9,5,11,4,4,0,0,49,38,0,1
12198,1,3,19507,1,6,4,7,3,4,0,0,15,38,0,1
12199,10,3,10894,9,12,4,3,1,4,0,0,44,38,0,1
12200,40,5,14538,15,9,2,3,5,4,0,0,59,38,0,0
12201,27,3,5731,15,9,0,11,4,4,0,0,54,38,1,1
12202,13,3,21183,12,13,2,9,0,4,0,0,43,38,1,1
12203,9,3,735,15,9,0,0,1,4,0,0,39,38,0,0
12204,11,0,1170,15,9,2,0,0,4,0,0,39,38,1,1
12205,44,3,10549,11,8,2,13,0,4,0,0,39,38,1,1
12206,32,5,12694,11,8,2,2,0,4,0,0,49,25,0,1
12207,16,3,7371,12,13,2,9,0,4,108,0,39,38,1,1
12208,33,3,8170,7,11,2,6,0,4,0,0,49,38,1,1
12209,36,5,8731,5,3,2,12,0,4,0,0,93,38,0,1
12210,16,3,15195,11,8,2,2,0,4,0,0,39,38,1,1
12211,5,3,17073,15,9,4,0,3,4,0,0,9,38,0,1
12212,28,1,7033,9,12,0,10,1,4,0,0,39,38,1,1
12213,9,3,1066,15,9,4,7,1,4,0,0,59,38,0,1
12214,33,3,19594,5,3,5,7,3,4,0,0,19,38,0,0
12215,30,5,8485,11,8,2,2,0,4,0,0,39,38,1,1
12216,35,0,17931,9,12,2,9,0,4,0,0,39,38,1,1
12217,40,3,14256,11,8,6,0,1,4,0,0,35,38,0,0
12218,4,3,12727,15,9,4,7,3,4,0,0,34,38,0,0
12219,41,3,4399,11,8,0,0,4,4,25,0,39,38,0,0
12220,33,1,14443,12,13,0,9,1,0,0,0,49,38,1,0
12221,16,0,3195,15,9,4,0,3,1,0,0,39,38,0,0
12222,17,5,17844,1,6,2,2,0,4,0,0,39,38,0,1
12223,3,3,14882,15,9,4,7,3,4,0,0,19,38,0,0
12224,20,1,3868,12,13,2,10,0,4,94,0,49,38,1,1
12225,40,3,12843,7,11,0,0,1,2,0,0,39,38,0,0
12226,40,5,5883,11,8,2,11,0,4,0,0,47,38,0,1
12227,4,3,13178,7,11,4,0,3,4,0,0,7,38,0,0
12228,23,3,11665,15,9,0,11,1,4,0,0,39,38,0,1
12229,6,3,12364,15,9,5,2,1,4,0,0,39,38,0,1
12230,37,3,4557,11,8,2,0,0,4,0,0,19,38,0,1
12231,21,3,11210,15,9,2,3,0,4,0,0,39,38,1,1
12232,15,3,6780,15,9,2,3,0,4,108,0,59,38,1,1
12233,5,6,16773,15,9,4,0,1,4,0,0,39,38,0,0
12234,10,3,9590,11,8,4,0,1,4,0,0,41,38,0,0
12235,25,3,10874,4,2,2,7,0,4,0,0,39,7,0,1
12236,19,3,6144,11,8,4,0,1,4,0,0,46,38,0,0
12237,5,3,2307,11,8,2,11,0,2,0,0,39,38,0,1
12238,23,6,6997,6,4,5,6,1,2,0,0,39,38,0,1
12239,9,3,16798,11,8,2,6,0,4,0,0,44,38,0,1
12240,29,6,16883,11,8,4,13,1,2,0,0,39,38,0,1
12241,11,3,20754,1,6,2,2,1,4,0,0,59,38,1,1
12242,29,6,29,9,12,4,3,1,4,0,0,44,38,0,1
12243,38,3,11524,11,8,0,5,1,4,0,0,39,38,0,0
12244,59,3,3755,15,9,0,0,1,4,0,0,19,38,0,0
12245,10,3,20776,9,12,4,9,1,4,0,0,59,38,0,1
12246,33,3,15525,11,8,2,13,0,4,0,0,39,38,1,1
12247,58,3,11332,11,8,2,2,0,4,0,0,19,38,0,1
12248,25,0,12550,12,13,2,3,0,4,0,0,39,38,1,1
12249,19,1,6970,12,13,4,9,1,2,0,0,39,38,0,0
12250,34,3,7940,11,8,2,10,0,4,0,0,39,38,0,1
12251,26,3,12157,14,14,2,9,0,4,108,0,54,38,1,1
12252,27,3,2889,9,12,2,13,0,4,0,0,39,38,0,1
12253,3,3,15037,15,9,4,7,1,2,0,0,19,38,0,0
12254,43,3,5773,4,2,2,2,0,4,0,0,44,21,0,1
12255,30,6,11454,9,12,2,9,0,4,0,0,44,38,1,1
12256,56,3,3374,1,6,2,6,0,4,0,0,14,38,0,1
12257,10,3,20478,11,8,2,5,0,2,0,0,39,38,0,1
12258,33,3,3205,11,8,2,2,0,4,108,0,49,38,1,1
12259,18,3,18697,5,3,2,2,0,4,0,0,39,32,0,1
12260,14,3,9068,11,8,4,6,3,2,0,0,49,38,0,1
12261,28,3,3189,9,12,2,2,0,4,0,0,39,10,1,1
12262,40,3,1154,11,8,2,2,0,1,0,0,39,34,1,1
12263,17,3,21625,11,8,2,2,0,4,0,0,39,26,0,1
12264,2,3,18482,15,9,4,7,3,4,0,0,15,38,0,0
12265,8,3,18974,11,8,4,5,3,2,0,0,39,38,0,1
12266,22,3,3812,9,12,2,9,5,4,0,0,49,10,1,0
12267,11,3,8578,11,8,2,2,0,4,0,0,39,30,1,1
12268,31,6,7621,12,13,0,9,4,4,0,0,39,38,0,0
12269,21,3,16617,11,8,2,2,0,4,0,0,43,38,0,1
12270,36,3,14709,4,2,2,8,5,2,0,0,9,13,0,0
12271,2,3,16588,11,8,4,5,1,4,0,0,39,38,0,1
12272,24,3,12504,11,8,2,0,5,4,0,0,59,38,0,0
12273,6,3,13948,7,11,4,11,3,2,0,0,35,38,0,0
12274,15,3,14822,11,8,4,2,1,4,0,0,39,38,0,1
12275,18,3,7451,15,9,0,6,1,0,0,0,39,38,0,1
12276,4,3,10542,8,10,4,4,1,4,0,25,29,38,0,0
12277,7,3,3869,9,12,4,12,3,4,0,0,39,38,0,1
12278,17,3,18246,11,8,2,2,0,2,0,0,39,38,0,1
12279,12,1,14395,9,12,2,9,5,4,0,0,24,38,1,0
12280,7,3,5768,15,9,4,0,1,2,0,0,19,38,0,0
12281,38,3,8398,11,8,6,0,1,4,0,0,39,38,0,0
12282,11,3,15634,11,8,3,6,3,1,0,0,39,29,0,1
12283,29,1,4049,11,8,4,2,3,4,0,0,39,38,0,1
12284,21,3,11271,11,8,2,6,0,4,0,0,39,38,0,1
12285,12,3,15316,15,9,0,0,1,2,0,0,39,38,0,0
12286,18,3,6038,9,12,2,2,0,4,0,0,49,38,1,1
12287,12,3,7197,11,8,4,5,1,2,0,0,39,38,0,1
12288,24,6,18530,10,15,2,9,0,4,0,0,49,38,1,1
12289,23,5,1460,11,8,2,2,0,4,0,0,31,38,0,1
12290,13,3,4749,11,8,0,0,3,4,0,0,39,38,0,0
12291,55,3,20924,1,6,0,7,1,2,0,0,34,38,0,0
12292,0,3,9332,1,6,4,5,3,4,0,0,39,38,0,1
12293,29,4,5819,11,8,2,10,0,4,0,0,68,38,0,1
12294,21,3,12270,9,12,4,7,1,4,0,0,47,38,0,1
12295,19,3,2854,9,12,4,9,1,4,0,0,44,38,0,0
12296,7,5,9623,7,11,4,2,3,4,0,0,39,38,0,1
12297,11,3,16350,11,8,0,7,4,4,0,0,34,38,0,0
12298,11,3,2221,11,8,2,6,0,4,0,0,39,38,0,1
12299,43,3,1834,11,8,2,7,0,4,0,17,68,38,1,1
12300,25,1,17155,15,9,2,10,0,3,0,0,39,38,1,1
12301,31,3,16876,9,12,2,3,0,4,0,0,39,38,1,1
12302,20,5,9854,11,8,2,2,0,4,0,0,39,38,0,1
12303,15,3,12333,10,15,4,9,1,4,0,0,39,38,1,1
12304,38,3,14624,15,9,2,2,0,2,94,0,39,32,1,1
12305,13,3,7742,15,9,2,5,0,4,0,0,39,38,0,1
12306,51,3,5944,5,3,6,6,1,4,0,0,9,38,0,0
12307,28,3,1524,11,8,0,7,1,4,0,0,29,38,0,0
12308,9,3,10043,11,8,0,5,3,4,0,0,39,38,0,0
12309,5,3,14278,15,9,4,3,3,4,0,0,39,38,0,0
12310,5,3,9071,15,9,4,2,3,4,0,0,39,38,0,1
12311,19,3,9371,15,9,2,3,0,4,91,0,39,38,1,1
12312,35,3,7377,5,3,4,6,1,2,0,0,39,38,0,0
12313,51,3,14002,14,14,6,9,4,4,0,0,15,38,0,0
12314,9,1,17801,9,12,2,9,5,2,0,0,39,38,1,0
12315,35,3,12867,9,12,0,3,1,4,0,0,39,38,0,1
12316,29,5,12491,11,8,2,4,0,4,0,32,49,38,0,1
12317,36,3,8375,12,13,2,9,0,4,91,0,39,38,1,1
12318,0,3,6148,1,6,4,11,3,4,0,0,7,38,0,0
12319,12,3,13089,9,12,2,9,3,4,0,0,72,38,0,1
12320,24,3,9302,15,9,2,11,0,4,0,0,49,38,1,1
12321,28,3,8972,15,9,0,12,1,2,0,0,39,37,0,0
12322,40,3,10060,15,9,0,3,1,4,0,0,49,38,1,0
12323,13,0,19861,9,12,2,0,0,4,0,0,29,23,0,1
12324,29,3,6518,11,8,2,11,0,4,0,0,44,38,1,1
12325,28,3,11306,7,11,2,5,0,4,0,0,39,38,0,1
12326,42,3,16389,15,9,2,7,0,4,0,0,39,38,1,1
12327,23,3,12993,7,11,2,11,0,4,0,0,51,38,0,1
12328,21,6,4188,11,8,0,7,4,4,21,0,19,38,0,0
12329,5,3,4878,15,9,4,3,3,4,0,0,39,38,0,0
12330,42,5,2380,5,3,2,11,0,4,0,0,80,38,0,1
12331,19,3,4092,15,9,4,2,1,4,0,0,39,38,0,1
12332,23,3,21466,5,3,4,4,3,4,0,0,39,38,0,1
12333,1,3,16510,0,5,4,11,2,2,0,0,39,38,0,0
12334,45,3,7343,11,8,2,7,0,4,0,0,39,38,0,1
12335,46,3,4059,11,8,0,11,1,4,0,0,39,38,0,0
12336,12,3,8494,12,13,4,9,1,4,0,0,76,38,0,0
12337,10,3,1810,9,12,2,3,5,2,0,0,44,38,1,0
12338,30,6,7606,10,15,0,9,4,4,0,0,49,9,1,1
12339,3,1,17149,11,8,4,0,3,4,0,0,39,38,0,1
12340,31,3,3739,7,11,2,2,0,4,0,0,44,38,0,1
12341,12,3,17215,11,8,2,0,0,4,0,0,29,25,0,1
12342,5,3,18977,11,8,4,12,1,4,0,0,39,38,0,0
12343,25,3,8163,7,11,6,12,4,4,0,0,23,38,0,0
12344,19,3,4107,8,10,0,2,1,4,0,0,39,38,0,1
12345,43,3,17963,0,5,0,7,1,2,0,0,39,38,0,0
12346,24,0,11234,11,8,5,3,1,2,0,0,39,38,0,0
12347,26,3,9660,11,8,2,11,0,4,0,0,39,38,1,1
12348,16,3,12023,9,12,2,9,0,4,0,0,37,38,1,1
12349,17,3,10105,5,3,2,7,5,4,0,0,39,38,0,0
12350,15,3,5389,11,8,4,13,3,4,0,0,34,38,0,0
12351,5,3,753,15,9,4,7,3,4,0,0,19,38,0,0
12352,35,3,9351,6,4,6,7,1,4,0,0,24,32,0,0
12353,10,3,10578,7,11,4,11,1,4,0,0,39,38,0,1
12354,43,1,7107,12,13,2,9,0,4,0,0,39,38,1,1
12355,24,5,9330,9,12,2,0,5,4,94,0,39,38,1,0
12356,17,5,3961,9,12,4,11,1,4,0,0,61,38,0,1
12357,13,3,8879,11,8,2,3,0,4,0,0,39,38,1,1
12358,18,3,7153,15,9,5,7,4,4,0,0,24,38,0,0
12359,22,0,4195,9,12,0,3,4,2,0,0,39,38,0,0
12360,47,3,11357,15,9,6,0,1,4,0,0,39,38,0,0
12361,0,5,858,1,6,4,4,3,4,0,0,19,38,0,1
12362,12,6,4387,12,13,4,3,1,4,0,0,39,38,0,1
12363,20,1,16160,8,10,2,10,0,4,0,0,39,38,1,1
12364,26,5,4727,11,8,2,13,0,4,0,0,44,38,0,1
12365,13,5,5409,11,8,2,9,0,4,0,0,24,38,0,1
12366,0,3,8851,0,5,4,11,3,4,0,0,11,38,0,0
12367,12,3,7420,11,8,4,2,1,4,0,0,39,12,0,1
12368,7,3,4565,15,9,4,0,3,4,0,0,39,18,0,1
12369,10,5,13810,9,12,4,11,1,4,0,0,49,38,0,1
12370,52,4,10768,9,12,5,3,1,4,0,0,39,38,0,1
12371,13,3,5902,11,8,3,0,1,4,0,0,39,38,0,1
12372,12,3,12634,11,8,2,6,0,4,0,0,39,32,0,1
12373,0,3,7309,0,5,4,7,3,4,0,0,39,38,0,1
12374,44,3,4481,5,3,2,13,0,2,0,29,39,38,0,1
12375,53,3,20689,5,3,6,7,4,2,0,0,37,38,0,0
12376,15,3,10050,9,12,2,12,0,4,0,47,39,38,1,1
12377,4,3,16745,11,8,4,7,2,4,0,0,39,38,0,1
12378,10,5,20847,11,8,4,2,4,4,99,0,49,38,1,1
12379,10,3,3098,9,12,4,7,1,4,0,0,39,38,0,0
12380,2,3,11299,15,9,4,11,3,4,0,0,24,38,0,0
12381,27,6,21581,12,13,2,9,0,2,0,0,59,38,1,1
12382,19,3,14360,15,9,4,0,1,4,0,0,39,38,0,0
12383,28,3,12628,12,13,2,3,0,4,91,0,49,38,1,1
12384,12,3,11862,9,12,4,9,1,4,0,0,59,30,0,0
12385,17,0,20841,9,12,2,10,0,4,91,0,53,38,1,1
12386,11,1,19852,9,12,4,9,2,4,0,0,49,38,0,1
12387,17,3,21578,4,2,4,5,3,4,0,0,39,7,0,1
12388,1,3,895,11,8,4,0,3,4,0,0,19,38,0,0
12389,22,3,13048,15,9,0,4,4,4,0,0,44,38,0,0
12390,17,3,10935,15,9,4,5,1,4,0,0,39,38,0,1
12391,18,1,4193,12,13,0,0,4,4,0,0,40,38,0,0
12392,7,3,18384,11,8,4,5,3,4,0,0,39,38,0,1
12393,24,3,1882,9,12,2,11,0,4,0,0,68,38,0,1
12394,33,6,17870,10,15,2,9,0,4,0,47,44,38,1,1
12395,51,3,14649,15,9,0,3,1,4,0,0,29,38,0,1
12396,18,3,17005,1,6,4,6,1,4,0,0,49,38,0,1
12397,30,3,14023,8,10,2,5,0,4,0,0,39,38,0,1
12398,26,1,15749,12,13,0,9,4,4,0,0,39,38,0,0
12399,18,3,12436,11,8,2,4,0,4,0,0,39,38,0,1
12400,17,3,18127,15,9,4,3,1,4,0,0,16,38,0,0
12401,9,3,6727,11,8,4,2,3,4,0,0,39,38,0,1
12402,33,3,1103,15,9,0,11,1,4,0,0,39,38,0,0
12403,5,3,16856,11,8,4,2,3,4,0,0,39,38,0,0
12404,3,3,4935,11,8,4,4,3,1,0,0,39,38,0,1
12405,1,3,15413,11,8,4,7,3,4,0,0,39,38,0,0
12406,35,5,3202,11,8,2,2,0,1,0,0,39,38,0,1
12407,54,6,13694,11,8,2,10,0,4,0,0,27,38,0,1
12408,38,3,1990,11,8,0,0,1,4,0,0,39,38,0,0
12409,0,3,14118,1,6,4,11,3,4,0,0,7,38,0,0
12410,19,3,6973,15,9,6,9,3,4,0,0,39,38,0,0
12411,8,3,550,9,12,2,7,0,4,0,0,39,38,0,1
12412,22,1,20891,2,7,2,13,0,4,0,44,39,26,1,1
12413,10,3,18205,9,12,4,7,1,1,0,0,39,29,0,1
12414,25,3,18802,11,8,0,0,4,4,0,0,39,38,0,0
12415,5,3,19646,11,8,3,11,1,4,0,33,39,38,0,1
12416,40,3,17490,8,10,4,2,1,4,0,0,39,38,1,1
12417,17,3,20691,15,9,4,2,1,2,0,0,27,38,0,1
12418,14,3,18144,12,13,4,9,1,4,0,0,59,38,0,0
12419,7,3,10752,9,12,4,11,3,4,0,0,39,38,0,1
12420,24,5,14988,11,8,4,7,1,2,0,0,59,22,0,1
12421,13,3,11587,15,9,0,9,1,4,90,0,39,8,0,0
12422,0,3,20790,1,6,4,0,3,4,0,0,31,38,0,0
12423,9,4,15984,11,8,5,11,4,4,0,0,19,15,0,0
12424,15,3,20484,3,1,4,4,1,3,0,0,49,25,0,1
12425,38,3,4024,0,5,2,3,0,4,0,0,44,38,0,1
12426,2,3,16040,2,7,3,7,3,3,0,0,19,38,0,0
12427,11,3,6997,12,13,0,9,1,4,0,0,49,38,0,0
12428,38,3,14194,11,8,2,7,5,4,43,0,39,38,0,0
12429,32,3,2847,14,14,2,9,0,4,0,0,59,38,1,1
12430,6,3,10254,9,12,4,3,1,4,0,0,39,38,0,1
12431,26,3,2149,11,8,2,2,0,4,0,0,39,38,0,1
12432,23,3,4702,15,9,2,2,0,4,0,0,39,38,0,1
12433,24,3,13094,9,12,2,9,0,4,0,0,39,38,1,1
12434,6,3,8854,15,9,4,2,3,4,0,0,39,38,0,1
12435,42,0,5331,11,8,2,2,0,4,0,46,39,38,1,1
12436,3,3,1552,11,8,4,5,3,4,0,0,34,38,0,1
12437,4,3,9084,11,8,4,2,3,4,0,0,39,38,0,1
12438,11,3,9796,9,12,3,7,1,1,0,0,9,35,0,0
12439,27,4,10686,15,9,2,3,0,4,0,0,49,38,0,1
12440,14,5,19430,9,12,2,11,0,4,0,0,47,38,0,1
12441,33,5,5097,9,12,4,2,1,4,69,0,44,38,0,1
12442,37,3,6913,11,8,2,6,0,4,0,0,44,38,1,1
12443,11,3,14038,11,8,2,13,0,4,0,0,49,38,0,1
