Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Target
12/5/2008,08:15:00,0.256,0.128,240.89,1.2,0.0
25/4/2008,10:04:00,1.324,0.0,241.29,5.4,19.0
23/12/2009,16:46:00,0.386,0.25,248.22,1.8,1.0
5/1/2010,15:24:00,1.696,0.17,247.64,6.8,21.0
12/5/2009,21:31:00,2.132,0.0,237.94,9.6,0.0
23/6/2008,21:59:00,2.262,0.072,238.42,9.4,19.0
10/3/2007,14:36:00,1.934,0.474,240.11,8.2,24.0
5/1/2010,20:59:00,1.086,0.048,243.36,4.4,1.0
14/3/2010,11:57:00,0.492,0.088,240.17,2.0,1.0
29/9/2007,03:36:00,0.296,0.08,242.22,1.2,0.0
16/9/2009,11:09:00,1.656,0.186,237.36,7.0,19.0
20/8/2007,14:27:00,0.188,0.0,241.11,1.0,0.0
14/1/2010,05:14:00,0.218,0.0,241.18,1.0,0.0
29/7/2008,23:10:00,1.162,0.208,241.9,5.0,13.0
11/6/2010,00:14:00,0.168,0.0,240.3,0.8,1.0
12/10/2010,09:15:00,1.326,0.076,238.88,5.4,18.0
16/11/2010,09:25:00,1.452,0.15,238.96,6.0,18.0
17/6/2008,21:32:00,3.69,0.198,238.73,15.4,57.0
8/10/2007,11:52:00,0.392,0.09,239.08,1.6,2.0
6/3/2010,06:07:00,0.36,0.128,243.08,1.6,1.0
17/1/2009,17:03:00,2.094,0.166,240.68,9.4,7.0
22/3/2010,22:59:00,0.346,0.13,242.38,1.4,0.0
7/12/2007,14:53:00,1.38,0.0,244.94,5.6,18.0
16/5/2007,05:36:00,0.3,0.072,235.3,1.2,0.0
21/1/2007,09:01:00,3.532,0.0,237.0,14.8,17.0
7/1/2008,19:34:00,1.332,0.074,236.71,5.6,1.0
16/8/2010,23:04:00,1.446,0.078,242.23,6.0,0.0
18/7/2010,15:18:00,0.156,0.0,241.14,0.6,0.0
23/1/2007,13:30:00,0.206,0.0,241.8,0.8,0.0
6/12/2008,03:58:00,0.288,0.056,246.28,1.2,0.0
12/11/2007,03:41:00,0.42,0.2,241.75,1.8,0.0
4/12/2007,00:56:00,0.314,0.124,245.25,1.4,1.0
21/3/2009,13:54:00,0.462,0.0,239.76,2.2,0.0
10/8/2010,16:43:00,1.138,0.574,242.01,5.2,13.0
5/4/2009,02:44:00,0.406,0.11,242.72,1.8,0.0
20/8/2010,14:00:00,0.218,0.0,241.18,1.0,0.0
7/4/2009,17:18:00,0.354,0.1,243.38,1.6,2.0
7/8/2009,15:22:00,0.214,0.11,243.09,1.0,1.0
11/3/2007,08:59:00,2.392,0.068,238.55,10.0,0.0
26/6/2009,03:15:00,0.138,0.0,243.16,0.6,0.0
20/2/2010,13:06:00,2.136,0.308,238.16,9.4,18.0
23/1/2009,04:23:00,0.344,0.066,247.23,1.4,0.0
22/4/2007,17:20:00,1.624,0.332,240.09,7.0,19.0
25/1/2007,04:37:00,0.314,0.152,248.2,1.4,1.0
15/12/2007,07:58:00,3.096,0.13,241.76,12.8,20.0
20/1/2008,15:39:00,1.05,0.18,240.2,4.4,1.0
3/10/2010,06:00:00,0.32,0.0,242.34,1.2,0.0
15/8/2008,16:30:00,0.33,0.346,241.15,2.0,1.0
13/1/2010,02:12:00,0.218,0.0,241.18,1.0,0.0
23/6/2007,09:56:00,0.12,0.0,239.76,0.6,0.0
27/8/2007,11:25:00,1.398,0.324,238.03,6.0,19.0
8/6/2008,08:54:00,0.404,0.226,236.48,2.0,3.0
28/8/2009,10:43:00,0.416,0.356,240.64,2.2,2.0
15/5/2010,09:09:00,1.574,0.214,241.49,6.6,19.0
5/2/2009,07:27:00,1.78,0.0,241.15,7.4,18.0
15/2/2009,20:23:00,0.302,0.06,241.16,1.2,0.0
30/5/2010,13:52:00,0.356,0.078,239.83,1.6,1.0
5/6/2008,10:47:00,1.328,0.184,230.0,5.8,18.0
24/10/2009,14:27:00,0.628,0.056,240.14,2.6,2.0
20/1/2008,20:17:00,3.048,0.078,235.01,13.0,19.0
13/6/2009,08:05:00,0.218,0.0,241.18,1.0,0.0
22/5/2007,23:34:00,0.236,0.0,240.34,1.0,0.0
13/1/2007,15:19:00,1.572,0.142,244.79,6.4,19.0
9/10/2009,20:36:00,1.394,0.0,240.98,5.6,19.0
8/10/2008,10:10:00,1.37,0.076,237.62,5.6,18.0
5/3/2007,17:55:00,2.57,0.242,239.0,11.0,32.0
3/10/2010,21:30:00,2.396,0.124,239.66,10.0,3.0
10/11/2007,06:59:00,0.26,0.0,242.59,1.0,0.0
10/8/2008,02:42:00,0.192,0.154,241.72,1.0,1.0
16/4/2007,20:56:00,0.898,0.376,241.8,4.0,0.0
1/6/2008,21:31:00,2.702,0.08,242.67,11.0,19.0
17/10/2010,15:51:00,0.386,0.066,244.44,1.6,1.0
16/2/2008,19:05:00,3.372,0.0,233.2,14.4,18.0
14/12/2007,22:11:00,0.676,0.398,241.67,3.2,0.0
5/6/2008,05:28:00,0.19,0.0,236.22,0.8,1.0
27/10/2009,16:28:00,0.298,0.088,242.48,1.2,1.0
18/6/2010,15:02:00,0.178,0.0,243.75,0.8,1.0
18/12/2007,01:13:00,0.626,0.096,247.18,3.2,9.0
5/9/2010,20:23:00,0.902,0.0,240.14,3.8,1.0
23/9/2008,07:21:00,2.074,0.186,238.69,8.6,18.0
22/7/2007,04:30:00,0.224,0.106,235.77,1.0,0.0
24/1/2007,16:14:00,2.686,0.13,244.36,11.0,19.0
19/5/2007,22:12:00,1.612,0.0,233.55,6.8,0.0
10/9/2007,06:11:00,0.264,0.114,237.71,1.2,0.0
4/4/2010,07:10:00,0.25,0.0,246.56,1.0,1.0
9/11/2009,01:48:00,0.344,0.156,246.28,1.4,3.0
25/2/2009,13:43:00,0.214,0.0,240.76,0.8,0.0
1/4/2007,00:53:00,1.444,0.082,240.11,6.0,19.0
7/9/2010,12:33:00,0.282,0.046,240.87,1.2,1.0
26/9/2008,07:08:00,2.504,0.194,235.19,10.6,19.0
2/8/2007,10:18:00,0.938,0.36,230.98,4.8,4.0
17/7/2008,02:43:00,0.286,0.124,241.05,1.4,1.0
22/6/2009,02:00:00,0.234,0.102,240.56,1.0,1.0
6/4/2010,07:57:00,1.692,0.344,239.85,7.2,19.0
26/10/2007,17:39:00,0.394,0.0,245.59,1.8,0.0
17/10/2008,07:38:00,3.028,0.116,239.36,12.6,18.0
15/1/2007,13:51:00,0.56,0.134,243.25,2.8,1.0
9/5/2010,07:19:00,0.24,0.0,242.16,1.0,0.0
25/1/2007,12:47:00,0.226,0.0,242.23,1.0,0.0
11/7/2009,12:41:00,2.258,0.416,239.1,9.6,31.0
23/7/2010,17:39:00,0.338,0.236,240.48,1.6,2.0
25/7/2009,14:05:00,0.322,0.242,238.55,1.6,2.0
9/8/2007,09:42:00,0.42,0.05,234.86,1.8,3.0
15/7/2008,12:36:00,0.344,0.104,240.75,1.4,3.0
22/10/2007,11:02:00,1.354,0.086,238.31,5.6,18.0
29/10/2010,03:51:00,0.338,0.088,246.82,1.4,0.0
26/9/2008,16:36:00,0.15,0.0,241.78,0.6,0.0
30/10/2008,00:18:00,0.926,0.232,242.91,4.0,0.0
24/1/2007,16:23:00,2.758,0.186,245.3,11.2,21.0
21/4/2008,07:55:00,1.508,0.188,237.41,6.4,18.0
7/4/2007,11:59:00,1.91,0.226,238.7,8.8,27.0
15/6/2008,19:33:00,2.64,0.64,237.48,11.8,18.0
4/1/2009,20:54:00,2.36,0.206,242.16,9.8,1.0
26/5/2008,11:30:00,1.84,0.218,237.84,7.8,18.0
14/10/2008,22:37:00,3.11,0.0,239.1,13.0,38.0
23/6/2010,03:24:00,0.252,0.118,240.42,1.2,1.0
25/11/2010,12:19:00,0.446,0.0,243.01,1.8,1.0
16/2/2010,03:31:00,0.456,0.092,247.89,1.8,1.0
27/3/2007,12:24:00,0.36,0.172,241.11,1.6,1.0
18/12/2007,23:15:00,1.088,0.102,246.24,4.4,0.0
17/7/2007,10:56:00,0.222,0.094,232.35,1.0,0.0
2/7/2010,08:52:00,0.216,0.0,239.61,1.0,1.0
20/2/2010,08:41:00,1.622,0.052,240.77,6.6,18.0
14/4/2008,09:19:00,1.564,0.214,238.21,6.6,18.0
26/1/2007,08:23:00,0.286,0.102,242.47,1.2,0.0
4/12/2007,20:29:00,2.272,0.0,240.59,9.4,0.0
4/9/2010,22:29:00,1.872,0.0,240.31,7.8,18.0
14/8/2008,01:37:00,0.256,0.258,242.01,1.4,1.0
8/2/2007,03:49:00,0.302,0.124,244.53,1.4,1.0
3/10/2009,16:18:00,1.73,0.384,241.55,7.2,19.0
7/3/2009,10:49:00,1.386,0.072,237.19,5.8,17.0
4/6/2009,06:45:00,0.334,0.236,240.36,1.6,1.0
18/7/2008,21:27:00,1.858,0.398,240.83,7.8,22.0
25/11/2008,16:59:00,0.324,0.064,238.67,1.4,1.0
24/10/2008,20:04:00,5.384,0.27,235.25,22.8,73.0
23/3/2007,16:38:00,0.77,0.0,246.29,3.0,0.0
29/8/2010,23:19:00,1.54,0.0,242.76,6.2,18.0
3/5/2007,11:44:00,0.208,0.09,233.87,1.0,0.0
3/6/2009,23:08:00,0.354,0.218,243.17,1.6,1.0
25/7/2007,21:12:00,0.126,0.0,236.96,0.6,0.0
25/10/2010,23:34:00,1.158,0.39,244.11,5.0,1.0
11/4/2010,05:32:00,0.32,0.098,244.78,1.4,1.0
15/8/2008,15:14:00,0.238,0.246,241.71,1.4,3.0
21/10/2010,14:45:00,0.266,0.0,246.86,1.0,0.0
13/5/2007,15:50:00,3.672,0.204,235.12,15.6,56.0
2/11/2007,22:50:00,0.204,0.0,241.28,0.8,0.0
1/6/2008,12:25:00,1.646,0.082,238.47,6.8,18.0
15/3/2010,06:44:00,0.522,0.09,244.41,2.2,0.0
9/1/2009,21:52:00,1.832,0.148,241.55,7.6,2.0
20/12/2009,02:19:00,0.302,0.108,250.29,1.2,2.0
23/10/2009,06:00:00,1.488,0.186,243.32,6.0,19.0
6/7/2007,08:38:00,1.312,0.088,239.43,5.4,19.0
22/2/2007,02:22:00,2.392,0.086,240.84,9.8,0.0
3/5/2010,07:25:00,1.86,0.05,235.67,7.8,18.0
14/6/2010,00:11:00,0.474,0.368,246.75,2.6,1.0
6/11/2007,22:06:00,0.774,0.084,240.6,3.4,0.0
19/3/2007,23:17:00,1.602,0.0,244.77,6.6,0.0
14/5/2010,13:26:00,2.034,0.276,242.09,8.4,29.0
13/5/2008,22:22:00,2.138,0.2,239.44,9.0,1.0
12/2/2009,05:42:00,0.232,0.0,246.87,1.0,0.0
5/11/2008,16:19:00,3.392,0.584,240.2,14.2,36.0
22/4/2010,13:57:00,3.804,0.296,238.58,16.0,58.0
18/7/2010,11:11:00,0.332,0.232,238.78,1.6,1.0
9/10/2008,16:49:00,0.676,0.0,240.43,2.8,1.0
26/10/2010,04:11:00,1.088,0.522,243.62,4.8,13.0
9/8/2009,17:58:00,3.168,0.216,239.48,13.2,39.0
25/7/2009,23:15:00,0.296,0.236,242.59,1.6,2.0
4/6/2009,11:12:00,0.206,0.078,238.22,0.8,1.0
24/8/2007,06:18:00,0.192,0.122,241.88,1.0,2.0
29/11/2007,04:23:00,0.298,0.076,245.25,1.2,0.0
7/7/2007,15:38:00,0.222,0.116,239.65,1.0,0.0
3/3/2009,15:29:00,1.392,0.054,239.98,5.8,20.0
26/7/2010,16:53:00,0.25,0.102,239.94,1.2,0.0
5/6/2008,16:39:00,0.148,0.0,233.86,0.6,1.0
17/12/2009,12:36:00,1.45,0.084,247.23,5.8,19.0
7/3/2008,03:56:00,0.332,0.116,245.84,1.4,0.0
11/8/2007,11:36:00,1.356,0.116,233.92,5.8,18.0
3/12/2008,11:06:00,1.442,0.074,242.62,5.8,18.0
17/7/2010,13:25:00,0.16,0.0,243.93,0.6,0.0
11/5/2007,09:53:00,1.322,0.0,234.75,5.6,17.0
14/3/2007,12:30:00,1.328,0.0,242.27,5.4,18.0
23/7/2008,13:12:00,0.48,0.128,240.28,2.2,0.0
21/5/2008,14:13:00,0.35,0.246,239.4,1.8,2.0
28/4/2010,09:00:00,0.874,0.138,239.73,3.6,11.0
14/12/2008,17:01:00,0.782,0.1,238.27,3.4,0.0
9/3/2007,12:39:00,1.468,0.102,238.93,6.2,17.0
3/5/2009,07:46:00,1.016,0.348,240.43,4.4,11.0
11/6/2007,21:22:00,1.19,0.174,241.45,5.0,0.0
14/10/2007,07:02:00,0.322,0.092,241.15,1.4,0.0
4/12/2009,22:55:00,0.694,0.0,243.74,2.8,0.0
25/9/2007,07:58:00,3.836,0.096,233.92,16.4,54.0
17/1/2009,08:44:00,2.89,0.28,245.44,11.8,20.0
6/7/2009,08:55:00,1.462,0.344,241.96,6.2,20.0
4/3/2007,07:22:00,0.32,0.124,243.29,1.4,0.0
12/9/2007,23:45:00,0.134,0.0,242.51,0.6,0.0
10/6/2008,16:07:00,0.252,0.134,240.15,1.2,1.0
2/11/2007,01:47:00,0.202,0.0,240.65,0.8,0.0
19/7/2009,08:54:00,0.476,0.234,239.81,2.2,0.0
31/5/2010,21:28:00,0.878,0.0,242.03,3.6,1.0
26/12/2009,14:25:00,1.626,0.058,243.35,6.6,20.0
9/11/2008,15:25:00,1.688,0.126,240.96,7.0,18.0
17/7/2010,17:19:00,0.156,0.0,241.57,0.6,1.0
11/9/2008,21:05:00,1.19,0.0,240.25,5.0,1.0
25/3/2007,16:44:00,3.206,0.288,243.37,13.2,38.0
12/11/2010,01:05:00,0.26,0.052,245.51,1.2,0.0
17/11/2008,23:17:00,0.442,0.086,245.03,1.8,0.0
21/4/2009,09:13:00,0.986,0.254,241.57,4.2,11.0
14/2/2009,21:12:00,2.372,0.0,241.69,9.8,18.0
7/6/2009,06:12:00,0.164,0.0,242.76,0.6,1.0
13/1/2010,21:57:00,0.218,0.0,241.18,1.0,0.0
28/12/2009,18:18:00,3.082,0.1,240.98,12.8,19.0
21/9/2008,20:13:00,3.09,0.238,235.98,13.2,19.0
7/4/2008,16:22:00,0.616,0.124,244.69,2.8,0.0
21/2/2009,06:28:00,1.426,0.074,241.25,5.8,18.0
10/5/2009,02:37:00,0.31,0.0,244.99,1.4,0.0
29/6/2010,09:53:00,1.284,0.084,237.36,5.4,19.0
27/1/2007,13:35:00,1.656,0.236,243.02,6.8,18.0
29/10/2007,02:35:00,0.298,0.106,245.16,1.2,1.0
23/2/2008,17:12:00,2.796,0.084,233.94,12.0,19.0
6/6/2009,14:25:00,1.97,0.38,239.69,8.4,20.0
29/4/2007,15:57:00,0.218,0.0,241.18,1.0,0.0
2/6/2010,05:18:00,0.36,0.224,243.35,1.6,3.0
26/1/2007,04:23:00,0.218,0.0,244.75,1.0,0.0
20/7/2008,23:00:00,0.332,0.214,241.29,1.6,1.0
25/11/2009,14:27:00,2.14,0.204,245.07,9.2,29.0
30/12/2008,13:48:00,0.56,0.0,240.72,2.2,0.0
11/8/2007,07:43:00,0.232,0.138,233.61,1.2,1.0
7/6/2009,14:54:00,2.002,0.186,240.42,8.4,19.0
21/11/2009,05:48:00,1.416,0.09,243.49,5.8,19.0
20/3/2009,02:37:00,0.292,0.074,244.72,1.2,0.0
14/4/2007,00:51:00,0.308,0.108,238.3,1.4,0.0
29/3/2010,11:35:00,1.484,0.204,242.02,6.2,20.0
30/6/2008,12:31:00,1.344,0.0,237.66,5.6,18.0
16/5/2008,06:13:00,0.364,0.236,239.99,1.8,2.0
22/12/2006,17:25:00,1.862,0.054,238.62,7.8,17.0
6/9/2010,12:06:00,0.322,0.046,240.83,1.4,2.0
24/8/2008,03:16:00,0.176,0.152,241.16,0.8,0.0
18/9/2008,13:24:00,0.622,0.39,242.96,3.0,1.0
19/7/2008,04:30:00,0.306,0.168,239.63,1.6,2.0
18/10/2007,12:47:00,1.306,0.072,237.73,5.4,18.0
26/2/2007,03:53:00,0.31,0.118,240.34,1.4,0.0
30/5/2009,17:47:00,1.588,0.064,239.18,6.6,19.0
1/11/2010,22:16:00,1.326,0.054,248.21,5.4,2.0
8/7/2009,03:01:00,0.382,0.236,241.42,1.8,3.0
30/11/2008,21:59:00,2.658,0.074,236.08,11.2,17.0
17/8/2007,22:41:00,0.2,0.144,243.57,1.0,0.0
31/12/2007,22:27:00,1.668,0.108,242.83,6.8,18.0
11/9/2007,14:17:00,0.42,0.152,238.98,2.0,1.0
6/7/2010,13:51:00,0.834,0.3,239.53,3.6,1.0
2/3/2009,05:05:00,0.436,0.196,242.44,2.0,0.0
11/3/2008,14:51:00,1.344,0.0,241.31,5.6,18.0
8/10/2008,01:54:00,0.324,0.082,241.98,1.4,1.0
4/11/2009,15:00:00,1.788,0.194,242.26,7.4,19.0
11/7/2008,19:11:00,0.446,0.328,241.63,2.2,1.0
30/9/2007,18:13:00,0.642,0.192,239.86,2.8,0.0
15/7/2009,15:41:00,0.228,0.074,243.51,1.0,1.0
5/9/2008,23:00:00,0.254,0.116,239.86,1.2,1.0
13/12/2009,19:52:00,2.084,0.144,238.91,8.6,0.0
9/6/2007,19:36:00,1.25,0.082,240.77,5.2,18.0
5/2/2010,21:51:00,2.684,0.0,237.27,11.2,19.0
28/5/2008,18:16:00,0.256,0.104,242.39,1.2,0.0
21/12/2009,16:40:00,1.9,0.048,247.54,7.6,18.0
28/4/2008,20:09:00,0.414,0.206,238.65,1.8,1.0
23/7/2008,17:13:00,0.404,0.096,241.15,1.8,0.0
29/6/2009,00:21:00,0.278,0.122,243.96,1.2,0.0
16/9/2008,06:22:00,1.4,0.166,239.35,5.8,19.0
3/6/2010,21:41:00,0.7,0.092,240.64,2.8,0.0
12/4/2007,02:28:00,0.312,0.112,239.52,1.4,0.0
21/1/2007,09:46:00,1.654,0.07,236.21,8.0,0.0
28/1/2008,05:13:00,0.322,0.052,241.61,1.4,0.0
16/7/2009,01:10:00,0.216,0.104,244.55,1.0,3.0
19/8/2008,07:51:00,0.16,0.142,241.31,0.8,2.0
27/7/2007,17:02:00,1.716,0.0,236.06,7.2,17.0
14/12/2008,14:47:00,1.032,0.18,242.43,4.4,1.0
9/11/2010,21:42:00,2.488,0.052,235.36,10.6,19.0
1/2/2010,02:01:00,0.238,0.0,245.77,1.0,0.0
23/12/2009,13:01:00,0.286,0.102,247.84,1.2,1.0
3/3/2007,14:44:00,0.314,0.128,242.47,1.4,0.0
9/12/2009,02:43:00,0.32,0.116,245.92,1.4,1.0
23/7/2007,13:00:00,0.206,0.048,232.97,1.0,0.0
5/5/2009,03:20:00,0.246,0.0,239.96,1.0,1.0
18/9/2007,06:41:00,1.634,0.086,237.36,6.8,17.0
9/1/2008,04:31:00,0.292,0.064,241.65,1.2,0.0
30/4/2010,03:15:00,0.238,0.0,240.95,1.0,1.0
5/4/2008,06:18:00,0.22,0.0,243.65,0.8,0.0
24/12/2007,23:04:00,0.494,0.086,240.03,2.2,0.0
27/9/2009,05:16:00,0.206,0.09,242.28,0.8,0.0
18/3/2008,15:02:00,1.558,0.226,244.77,6.4,20.0
16/2/2010,13:33:00,2.166,0.076,244.13,8.8,18.0
17/6/2007,14:21:00,4.094,0.236,237.0,17.4,61.0
19/12/2007,12:04:00,1.946,0.336,240.12,8.2,18.0
10/9/2010,15:18:00,0.34,0.198,241.56,1.6,2.0
2/9/2007,13:05:00,1.804,0.318,239.6,7.6,18.0
11/1/2009,23:09:00,3.25,0.116,245.65,13.2,39.0
26/7/2009,11:34:00,0.146,0.0,241.87,0.6,1.0
12/10/2010,11:03:00,1.43,0.054,239.13,6.0,18.0
28/2/2010,12:31:00,0.39,0.16,243.33,1.8,1.0
16/4/2008,01:14:00,0.394,0.11,244.77,1.6,1.0
22/3/2008,22:18:00,1.758,0.046,240.64,7.4,18.0
18/10/2007,04:21:00,0.246,0.0,242.36,1.0,0.0
12/3/2008,13:00:00,0.348,0.092,239.31,1.4,0.0
2/11/2007,10:08:00,0.286,0.088,238.17,1.2,1.0
2/8/2007,18:18:00,0.268,0.222,236.27,1.4,0.0
5/11/2010,08:06:00,2.536,0.178,239.07,11.6,31.0
28/9/2008,13:50:00,1.452,0.092,240.21,6.0,19.0
17/10/2008,17:51:00,0.426,0.078,240.98,1.8,0.0
10/12/2008,19:18:00,1.804,0.204,242.09,7.4,0.0
11/1/2009,16:36:00,0.43,0.116,245.52,1.8,0.0
13/12/2007,11:53:00,1.55,0.096,239.44,6.4,18.0
14/8/2010,19:07:00,0.254,0.118,239.99,1.2,1.0
28/5/2010,22:38:00,1.518,0.138,241.19,6.2,21.0
29/12/2007,14:59:00,1.536,0.14,245.47,6.2,21.0
3/5/2010,22:01:00,1.96,0.156,231.65,8.4,17.0
27/3/2010,00:38:00,0.258,0.0,240.02,1.0,0.0
21/1/2007,10:29:00,3.324,0.06,235.72,14.0,17.0
25/2/2007,21:18:00,0.22,0.0,243.01,0.8,0.0
27/4/2009,13:21:00,0.42,0.136,241.08,1.8,0.0
23/2/2009,14:00:00,1.548,0.084,242.53,6.4,18.0
12/11/2010,12:07:00,1.442,0.136,238.36,6.0,19.0
29/7/2009,09:02:00,1.376,0.0,241.3,5.6,19.0
7/2/2010,20:59:00,1.556,0.0,239.6,6.4,1.0
28/9/2010,17:37:00,0.218,0.0,241.18,1.0,0.0
19/6/2008,01:04:00,0.87,0.136,239.61,3.6,12.0
16/11/2010,09:45:00,2.322,0.704,239.49,10.2,18.0
16/1/2008,13:09:00,1.95,0.156,238.07,8.2,17.0
10/10/2007,13:48:00,0.406,0.092,240.93,1.8,0.0
23/9/2009,11:03:00,1.256,0.072,239.58,5.2,18.0
27/1/2008,11:56:00,1.538,0.0,239.18,6.4,19.0
18/4/2008,03:26:00,0.278,0.0,241.54,1.2,0.0
16/7/2008,22:39:00,0.806,0.138,242.25,3.4,1.0
26/10/2010,03:17:00,0.3,0.0,245.59,1.2,1.0
27/4/2008,00:13:00,1.358,0.536,243.02,6.0,1.0
3/5/2008,12:32:00,0.252,0.0,240.7,1.0,0.0
15/1/2009,03:14:00,0.29,0.06,243.16,1.2,0.0
6/10/2010,06:06:00,0.396,0.164,241.86,1.8,2.0
18/9/2008,12:16:00,0.158,0.0,241.11,0.6,0.0
17/5/2009,16:28:00,0.366,0.054,240.29,1.6,1.0
15/11/2010,02:01:00,0.398,0.218,244.04,1.8,1.0
23/3/2008,09:20:00,3.89,0.058,238.15,16.2,55.0
19/5/2009,21:40:00,1.984,0.108,242.09,8.2,2.0
16/7/2007,20:00:00,0.754,0.242,235.19,3.2,0.0
20/6/2007,07:10:00,1.4,0.0,237.93,5.8,17.0
17/7/2008,22:39:00,1.634,0.388,242.91,7.0,1.0
10/3/2007,00:50:00,0.302,0.114,245.15,1.2,2.0
16/12/2007,03:10:00,2.194,0.056,244.99,8.8,0.0
17/8/2007,17:39:00,0.198,0.138,242.18,1.0,0.0
30/11/2008,18:48:00,3.416,0.19,236.57,14.8,22.0
9/2/2008,19:41:00,2.328,0.32,238.12,9.8,0.0
24/9/2010,02:09:00,0.214,0.066,240.66,0.8,2.0
28/7/2008,04:22:00,0.154,0.0,240.03,0.6,1.0
17/9/2008,15:19:00,0.158,0.0,243.25,0.6,0.0
29/6/2009,07:47:00,3.596,0.176,235.41,15.2,54.0
18/12/2006,05:49:00,0.206,0.0,245.83,0.8,0.0
30/5/2010,08:20:00,2.014,0.082,237.62,8.6,18.0
6/10/2008,03:48:00,1.396,0.086,237.32,5.8,18.0
28/4/2009,11:00:00,1.884,0.448,237.86,8.4,18.0
24/10/2008,03:58:00,0.322,0.066,243.38,1.4,0.0
18/10/2007,12:20:00,1.64,0.188,236.56,7.0,17.0
24/11/2009,19:00:00,1.972,0.216,237.36,8.4,2.0
14/10/2007,03:40:00,1.316,0.052,240.1,5.4,19.0
18/10/2008,06:25:00,0.248,0.0,241.6,1.0,1.0
31/3/2010,22:44:00,0.91,0.2,239.56,3.8,2.0
21/5/2007,07:51:00,1.222,0.048,233.44,5.2,17.0
2/9/2009,19:02:00,0.342,0.206,241.58,1.6,1.0
22/2/2008,06:25:00,0.324,0.096,241.33,1.4,0.0
5/6/2007,01:43:00,0.26,0.078,236.7,1.0,0.0
21/5/2008,20:12:00,1.398,0.102,237.33,5.8,18.0
21/1/2009,23:39:00,0.27,0.06,246.7,1.2,0.0
31/7/2008,17:32:00,0.36,0.256,243.08,1.8,2.0
13/1/2008,04:23:00,2.48,0.088,243.02,10.2,18.0
6/5/2009,19:17:00,2.062,0.25,238.25,8.8,5.0
8/2/2007,15:03:00,0.332,0.152,246.82,1.4,0.0
4/2/2007,22:11:00,1.536,0.058,238.55,6.4,0.0
23/3/2009,03:24:00,0.464,0.084,245.17,2.0,0.0
26/10/2008,17:46:00,1.32,0.0,238.58,5.4,17.0
24/5/2008,10:02:00,1.196,0.0,237.66,5.0,18.0
25/10/2008,05:04:00,0.304,0.0,244.08,1.4,0.0
12/7/2007,04:13:00,0.3,0.22,241.08,1.4,0.0
30/10/2007,19:55:00,0.25,0.0,239.89,1.2,0.0
9/9/2010,12:39:00,0.284,0.068,240.64,1.2,0.0
24/4/2009,15:34:00,0.954,0.138,241.48,4.0,11.0
22/10/2010,10:01:00,1.418,0.066,240.19,5.8,18.0
6/7/2009,11:44:00,0.276,0.178,243.99,1.4,1.0
23/12/2006,17:41:00,4.85,0.282,232.61,20.8,20.0
15/11/2009,14:31:00,0.412,0.228,243.45,1.8,3.0
7/9/2010,09:21:00,1.26,0.074,241.53,5.2,19.0
2/4/2008,03:56:00,0.232,0.0,242.63,1.0,0.0
16/4/2009,10:41:00,1.388,0.0,238.81,5.8,18.0
4/9/2009,00:13:00,0.286,0.104,241.05,1.2,1.0
28/2/2008,00:36:00,0.32,0.106,240.49,1.4,0.0
20/3/2009,20:51:00,1.458,0.08,241.69,6.0,0.0
15/4/2007,06:42:00,0.29,0.09,242.18,1.2,0.0
26/1/2007,08:12:00,0.314,0.128,241.87,1.4,0.0
12/9/2008,15:43:00,0.332,0.238,241.24,1.6,2.0
1/3/2010,05:56:00,0.416,0.226,242.29,1.8,2.0
11/3/2009,00:01:00,1.396,0.056,243.81,5.6,18.0
16/3/2007,12:27:00,0.23,0.0,242.65,1.0,0.0
17/5/2009,00:37:00,1.428,0.168,241.91,6.0,0.0
9/1/2010,07:10:00,1.742,0.0,246.93,7.0,19.0
4/10/2008,07:13:00,0.402,0.128,244.36,1.6,2.0
27/2/2010,18:20:00,2.234,0.068,238.82,9.8,27.0
11/1/2009,21:46:00,4.91,0.0,239.08,20.4,54.0
27/11/2007,01:28:00,0.404,0.216,247.21,1.8,0.0
28/5/2010,14:32:00,0.17,0.0,239.52,0.8,1.0
10/2/2009,22:06:00,1.178,0.116,240.61,5.0,1.0
7/4/2009,21:02:00,2.418,0.0,241.12,10.0,19.0
9/5/2009,04:05:00,0.376,0.084,243.53,1.6,1.0
7/5/2009,04:16:00,0.254,0.0,242.37,1.0,0.0
15/6/2007,10:18:00,0.168,0.112,238.18,0.8,2.0
25/10/2010,11:01:00,1.404,0.068,241.71,5.8,20.0
3/1/2010,22:40:00,0.616,0.14,245.87,2.6,1.0
20/2/2007,06:26:00,2.346,0.0,241.92,9.6,0.0
6/10/2009,04:43:00,1.186,0.0,242.42,5.0,17.0
7/6/2010,23:58:00,0.254,0.07,241.58,1.0,1.0
11/3/2010,02:32:00,0.446,0.224,243.71,2.0,0.0
24/9/2009,22:52:00,0.556,0.0,243.89,2.2,1.0
24/12/2006,16:07:00,3.534,0.298,242.56,14.6,42.0
26/2/2010,00:19:00,0.672,0.062,243.27,2.8,3.0
13/5/2008,07:07:00,1.53,0.208,237.76,6.4,18.0
4/7/2007,13:42:00,0.15,0.0,240.66,0.6,0.0
23/3/2007,17:50:00,0.432,0.116,242.69,1.8,0.0
16/1/2009,19:34:00,5.756,0.208,237.42,24.2,55.0
10/7/2007,02:59:00,0.238,0.108,240.51,1.0,0.0
